Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges
62,1,19,44.93,2,2,936.56
66,0,51,85.14,0,3,4293.3
51,2,13,73.46,0,1,1051.76
26,1,7,87.52,0,3,601.03
28,0,56,103.28,0,0,5774.79
25,0,25,131.24,0,3,3329.87
31,1,9,54.57,0,1,508.13
20,0,48,114.39,0,1,5539.05
24,0,54,24.98,0,2,1333.13
19,1,2,75.04,0,3,186.19
68,0,9,133.3,0,2,1226.91
34,0,25,123.26,2,3,3099.54
50,0,21,66.84,0,1,1356.12
28,0,48,62.95,0,3,3030.27
26,1,9,17.3,0,0,117.22
64,1,25,144.0,0,3,3565.2
34,1,43,107.7,0,0,4617.58
80,0,58,17.66,0,2,993.43
76,0,68,65.06,0,0,4440.78
65,1,51,39.54,1,0,2034.17
51,0,16,102.75,0,0,1687.67
66,1,33,99.7,0,2,3237.29
76,1,72,114.97,1,2,8358.61
34,1,71,118.95,0,2,8366.97
59,1,17,145.4,1,2,2496.15
55,0,20,116.9,0,3,2284.48
68,0,31,70.56,2,1,2165.09
34,0,40,69.4,0,1,2787.85
71,1,42,18.36,0,2,746.42
25,1,37,111.39,0,1,4068.2
51,1,71,125.4,0,0,8882.56
28,1,42,141.41,0,0,5845.64
74,2,8,43.37,2,0,347.21
35,1,24,56.68,0,2,1380.87
34,1,2,26.19,0,2,81.42
40,1,67,111.44,1,2,7482.18
41,1,8,62.45,2,2,467.31
49,1,16,37.52,0,2,626.44
54,1,61,34.05,0,2,2051.42
33,0,71,27.38,0,2,1933.67
67,1,7,91.51,1,2,609.46
75,1,38,27.09,0,2,1018.84
74,0,33,38.87,0,2,1361.69
35,1,62,23.45,1,3,1372.61
70,0,54,109.3,0,2,5837.07
27,1,15,78.89,0,3,1085.61
77,1,45,66.97,0,3,3064.54
51,1,26,113.45,2,2,2951.47
68,0,29,34.59,0,0,947.37
70,0,21,69.22,0,2,1395.49
71,0,62,10.67,0,3,597.98
78,0,71,105.61,0,2,7582.87
27,1,51,110.56,0,3,5713.49
32,0,50,119.66,0,3,5887.38
47,1,37,130.47,1,2,4847.32
56,0,39,48.34,0,1,1809.21
63,0,24,113.03,0,3,2707.33
73,0,72,133.03,0,0,9490.27
55,1,50,125.85,0,3,6323.12
48,0,19,52.48,1,1,998.44
79,2,20,15.92,2,0,315.64
75,0,61,11.79,2,1,732.13
49,0,60,23.15,0,2,1383.05
29,1,52,101.52,0,1,5203.71
35,0,13,17.61,2,1,272.26
74,0,59,41.28,2,3,2462.11
33,1,16,111.78,1,1,1785.99
24,1,9,136.15,0,1,1267.54
26,0,41,131.45,2,2,5338.23
78,1,63,19.25,0,3,1238.61
21,0,61,73.57,1,3,4555.82
41,1,21,138.83,1,2,2902.72
52,1,35,123.91,1,0,4280.23
65,0,59,32.41,0,2,1898.1
78,2,65,118.06,0,1,7671.56
63,0,40,125.41,2,3,5059.01
76,1,10,126.51,1,3,1337.08
44,0,51,41.84,2,2,2122.9
69,0,11,16.26,0,2,121.79
40,0,52,100.79,1,2,5233.61
42,1,25,67.19,0,2,1617.71
26,0,39,25.96,0,2,1036.77
57,0,53,13.08,1,2,665.09
22,1,46,35.81,0,2,1713.43
43,0,63,65.11,0,3,4146.19
62,1,39,116.15,0,0,4434.2
26,1,69,62.66,0,3,4336.08
80,0,1,84.42,0,3,40.61
56,1,24,54.56,0,0,1294.58
63,1,65,66.27,0,3,4327.21
80,0,47,44.28,0,0,2105.34
64,0,25,67.27,0,1,1704.37
75,1,34,31.38,0,1,1190.63
23,1,53,135.09,1,2,7061.27
49,0,15,78.32,0,2,1204.59
33,0,52,127.83,1,3,6553.31
44,1,19,91.77,1,1,1711.37
23,0,13,135.26,0,2,1684.76
50,1,21,55.54,0,3,1193.28
80,1,33,101.94,2,1,3412.48
67,0,12,26.92,0,3,367.59
77,0,23,20.98,2,0,354.09
19,0,40,92.48,1,1,3826.09
66,0,72,42.55,0,2,3070.47
63,0,17,68.98,0,3,1148.15
69,1,1,44.9,1,0,3.62
76,1,15,24.88,1,2,455.82
18,1,60,122.97,0,2,7414.54
51,0,29,76.0,0,2,2240.07
63,1,21,131.31,0,1,2705.66
73,0,68,64.55,0,3,4434.59
71,1,64,57.74,1,0,3598.52
55,0,37,72.88,0,1,2637.41
28,1,2,45.61,1,2,129.5
52,1,49,77.22,0,1,3788.01
55,1,38,109.7,1,0,4212.25
46,1,60,40.88,0,0,2497.75
70,0,35,40.47,1,1,1337.83
75,0,58,16.91,0,2,980.14
43,0,71,86.16,0,1,6167.52
66,1,61,123.15,0,0,7526.5
72,0,10,12.33,0,0,137.94
54,1,36,118.85,0,3,4192.3
34,1,38,65.93,0,2,2480.93
27,0,42,46.44,0,1,1859.71
59,0,66,78.68,1,2,5235.89
52,0,24,91.77,2,0,2148.8
24,0,61,72.69,2,3,4444.02
56,0,20,73.41,2,2,1477.56
74,0,26,29.75,1,1,761.5
45,0,62,16.62,0,2,979.2
68,1,57,55.52,1,3,3162.2
66,0,68,131.24,1,3,8858.08
56,0,4,11.7,0,2,26.39
80,1,57,86.19,1,1,4888.67
80,0,33,61.85,0,2,2062.52
46,0,17,63.89,0,1,1107.72
56,0,25,41.46,1,2,1014.45
55,1,33,126.89,0,3,4276.31
35,1,67,37.24,0,2,2502.64
22,2,17,19.7,0,0,303.91
63,1,26,32.81,0,1,819.97
42,1,52,102.37,0,1,5395.11
64,0,46,118.56,0,0,5399.85
32,0,43,141.42,1,0,6060.77
52,1,39,16.77,2,2,642.82
25,2,10,143.36,0,3,1477.68
57,1,63,117.53,0,0,7416.31
63,1,33,51.98,0,0,1823.97
50,0,31,121.18,0,2,3685.96
78,0,7,53.47,0,1,313.56
49,0,51,48.78,2,2,2391.11
56,1,31,69.83,0,3,2209.3
47,0,61,29.79,0,2,1810.52
26,0,15,32.53,0,1,505.13
68,0,5,39.7,0,3,221.11
42,0,39,66.12,0,0,2644.26
28,1,52,120.46,0,2,6232.15
49,1,39,107.45,0,3,4273.44
21,1,49,57.1,0,2,2778.47
68,1,70,143.29,0,1,10006.87
69,0,30,20.88,0,2,696.17
30,0,28,104.58,0,2,2815.77
24,1,36,50.75,0,0,1842.39
20,0,31,86.14,0,2,2632.17
37,0,47,36.16,2,0,1664.52
51,0,36,22.19,2,0,775.52
51,0,68,123.56,0,3,8468.33
40,1,20,100.02,2,2,2017.16
25,1,27,43.71,0,3,1219.03
18,0,37,86.85,2,2,3185.56
70,1,19,146.73,1,2,2778.41
74,0,68,43.17,0,0,2849.35
59,0,30,144.1,0,0,4344.31
72,1,16,29.24,0,3,470.46
58,1,1,60.58,2,1,32.06
26,0,6,74.78,0,2,434.76
39,1,47,79.57,0,1,3685.49
51,0,31,92.48,1,0,2852.85
61,0,70,79.09,0,2,5505.55
29,0,2,104.34,0,2,172.39
47,1,37,21.46,2,2,803.64
31,1,20,114.73,2,0,2204.52
46,0,71,83.75,1,3,5909.34
78,1,25,37.76,0,1,947.3
48,0,45,117.92,2,1,5325.11
20,0,50,43.49,0,2,2168.21
57,1,2,50.27,0,3,55.53
53,0,45,10.75,1,3,488.26
70,0,7,80.23,0,2,548.52
80,1,11,54.42,0,2,531.09
54,0,17,130.56,2,1,2214.35
45,1,22,58.58,0,2,1296.87
40,1,20,102.39,0,0,1961.09
62,0,17,126.03,0,2,2112.8
29,1,26,54.59,0,3,1345.77
69,1,67,76.78,0,2,5221.4
21,1,71,68.75,1,2,4910.23
41,1,23,70.3,0,3,1619.63
21,1,13,36.95,0,3,511.97
24,0,53,56.16,0,2,3034.62
64,0,13,106.38,0,3,1491.15
67,0,22,98.4,2,3,2198.47
18,1,54,31.58,1,0,1747.02
58,0,33,121.18,0,3,4043.92
56,0,72,63.57,0,0,4625.2
29,0,40,90.86,2,2,3614.89
38,1,17,137.39,0,0,2314.89
44,0,43,25.98,0,2,1126.53
47,0,71,33.61,0,1,2278.24
30,1,35,64.69,0,3,2236.75
77,1,35,43.94,2,3,1523.62
55,1,69,72.85,0,3,5010.75
48,0,21,23.88,0,2,499.78
58,1,20,11.93,1,0,194.88
63,0,9,25.0,0,2,193.78
78,0,40,130.79,0,0,5183.12
38,0,52,129.45,0,3,6834.9
45,1,17,53.22,1,1,919.81
68,2,13,75.03,1,2,974.09
30,0,5,15.91,2,1,0.0
21,0,67,66.7,1,2,4485.06
49,0,27,70.43,1,0,1885.69
24,1,66,32.25,1,1,2051.58
57,0,26,146.06,1,2,3774.63
54,0,72,106.66,0,3,7683.36
66,1,42,148.5,1,1,6332.22
43,1,27,32.11,2,2,854.48
64,1,10,55.68,2,0,507.53
19,1,18,84.63,1,0,1503.0
32,1,4,107.54,0,3,442.82
28,1,55,26.57,0,1,1518.83
49,0,22,37.81,2,3,817.66
31,1,28,109.01,1,3,3131.21
34,1,63,49.41,1,1,3083.67
68,1,43,23.85,0,3,1062.02
28,2,39,59.01,2,2,2352.4
78,1,62,114.37,0,2,7033.45
31,0,58,86.4,1,3,5027.68
60,1,69,142.35,1,1,9952.08
39,1,39,27.13,0,0,1041.33
51,0,25,116.25,0,3,2945.19
77,1,27,144.56,2,2,3905.71
79,1,55,116.85,0,2,6417.22
35,0,17,117.38,2,3,2079.04
54,1,71,111.64,0,3,7878.41
79,0,9,122.14,0,1,1115.62
35,1,12,16.83,1,1,134.11
18,1,32,111.62,0,0,3505.66
71,1,71,83.68,0,2,5900.2
24,0,13,56.83,1,1,784.91
51,1,68,98.53,2,3,6681.33
47,0,9,68.26,1,1,565.96
59,1,72,68.63,0,2,4900.37
58,0,24,63.91,0,3,1509.32
73,0,48,116.03,2,1,5614.18
77,0,34,65.41,0,0,2231.04
57,0,29,39.19,2,0,1222.7
66,0,68,72.53,0,1,4974.91
33,0,37,70.91,1,0,2630.13
24,0,37,103.32,2,0,3878.65
23,0,31,34.86,0,2,1101.46
30,1,12,133.18,2,2,1618.36
59,0,18,94.26,1,2,1691.79
53,1,48,125.28,1,3,6041.71
39,1,32,63.57,0,2,2077.3
26,0,36,122.89,0,0,4404.09
41,0,15,43.72,1,3,758.9
33,1,71,101.06,1,3,7082.49
76,1,8,113.25,1,0,901.68
57,0,28,49.51,0,2,1436.51
36,1,44,76.04,2,0,3346.45
38,0,4,105.52,0,3,359.61
37,1,16,76.25,1,0,1162.89
60,1,71,70.71,0,3,5007.98
71,1,43,42.53,0,2,1857.78
55,1,16,54.47,0,2,833.04
45,1,40,61.66,0,2,2538.14
46,1,41,71.15,0,2,2923.71
38,1,49,64.06,0,3,3123.66
64,1,52,101.52,0,2,5286.85
68,1,25,139.17,0,2,3459.92
59,0,37,113.56,2,0,4160.24
79,0,16,64.79,0,1,963.34
38,0,10,124.22,2,2,1194.7
39,0,40,136.01,1,0,5472.16
45,1,69,111.99,0,2,7712.32
30,0,8,78.67,1,1,630.31
37,0,52,33.2,0,1,1699.33
36,0,56,107.02,0,2,5998.33
45,1,56,131.64,1,3,7386.25
58,2,2,136.9,2,2,329.76
65,0,69,17.65,0,2,1232.28
33,1,18,112.4,2,2,2000.12
72,0,22,51.4,1,1,1105.9
58,1,28,107.48,1,2,2945.12
55,0,70,104.65,0,2,7307.26
67,1,10,147.88,1,2,1478.03
75,0,10,85.41,1,2,871.6
40,2,21,149.93,0,2,3130.92
66,1,30,39.77,2,3,1187.12
38,0,62,134.73,0,2,8297.02
77,1,55,17.76,0,1,1015.44
58,0,35,27.02,0,2,968.3
61,0,25,16.07,0,3,408.03
31,0,62,90.94,1,3,5722.43
61,1,57,147.89,1,3,8467.26
53,1,1,57.84,0,2,47.11
41,0,67,115.27,0,1,7725.08
56,0,56,100.19,0,1,5621.47
71,0,60,27.47,2,2,1656.67
33,0,19,59.92,1,2,1191.48
46,0,28,75.67,0,2,2150.04
56,1,20,45.0,0,1,899.07
58,0,34,13.32,1,0,427.67
65,0,39,56.74,1,3,2194.13
73,2,35,104.88,2,1,3611.74
73,0,34,146.07,0,0,4972.27
79,1,10,51.21,0,1,534.98
77,1,51,99.66,0,3,5114.01
33,1,18,30.39,0,1,503.41
30,1,51,129.37,0,2,6591.4
56,0,5,50.54,0,0,174.72
71,0,13,140.02,1,0,1868.73
67,1,43,37.44,1,1,1650.84
62,0,47,36.0,2,1,1637.91
69,1,53,76.88,0,1,3995.24
33,1,18,64.55,1,0,1196.44
44,2,71,42.76,0,0,3018.94
63,1,61,97.57,1,3,5978.36
34,1,61,145.24,0,3,8839.63
19,0,19,18.81,0,2,448.64
42,1,25,104.23,0,2,2637.79
50,0,7,121.29,0,3,827.55
64,0,25,32.19,0,3,849.28
54,1,4,25.09,1,0,101.37
28,0,58,15.1,0,1,858.66
72,1,67,61.71,1,3,4125.52
33,0,23,55.29,0,0,1338.54
41,0,31,67.68,1,1,2109.31
46,0,6,109.16,1,2,719.73
20,0,41,49.39,0,3,2071.21
77,1,5,128.58,0,2,713.51
22,0,4,119.56,2,1,446.34
34,0,17,81.32,0,0,1414.05
63,0,29,14.91,1,2,335.61
28,0,12,64.77,1,1,792.98
73,0,44,50.51,1,1,2259.87
32,2,63,52.68,0,3,3340.97
28,0,14,116.4,0,0,1621.72
21,1,46,123.48,1,3,5599.81
49,0,56,78.48,0,3,4423.61
78,1,4,83.05,1,2,315.46
63,0,46,10.45,0,2,506.2
70,1,16,37.36,0,2,647.24
48,0,36,111.27,2,3,4063.76
24,1,16,118.88,0,0,1774.02
57,0,55,66.54,1,1,3642.13
33,0,72,106.67,1,0,7741.17
37,1,58,62.02,0,2,3560.72
76,2,46,139.22,2,1,6376.73
32,0,70,41.61,0,1,2849.14
68,1,11,121.96,0,1,1313.35
78,1,52,28.14,0,2,1444.41
78,0,42,99.91,2,3,4220.72
35,1,45,34.79,0,1,1608.26
71,0,2,94.33,2,3,256.0
23,1,67,11.71,1,0,787.36
30,1,23,140.83,0,0,3246.57
80,0,51,95.43,0,2,4781.7
39,1,21,62.5,0,1,1260.71
66,0,31,22.71,0,2,679.29
62,1,27,126.49,0,3,3379.03
80,1,13,63.8,1,3,832.42
39,0,10,76.48,2,2,820.85
63,1,28,57.01,2,2,1589.54
65,1,69,11.08,2,0,801.09
57,0,67,132.46,0,0,8914.99
58,1,21,135.69,0,3,2803.45
31,0,15,122.83,0,1,1834.79
65,1,33,95.35,1,2,3075.64
50,0,38,92.98,0,2,3538.72
47,0,39,124.68,1,2,4825.08
57,1,16,49.16,1,0,735.83
76,0,54,126.02,2,1,6755.01
23,0,63,49.53,0,2,3090.46
55,0,36,21.5,0,0,785.9
53,1,52,55.12,1,3,2891.91
44,1,62,20.42,0,2,1269.75
68,2,3,13.63,0,0,27.98
62,1,26,60.89,0,2,1659.5
39,0,24,42.44,0,1,1062.24
23,0,3,48.94,1,1,148.64
20,1,17,142.87,0,1,2485.17
46,0,23,137.34,0,0,3107.95
50,2,21,28.5,1,2,606.66
43,0,41,26.55,0,0,1006.16
40,1,10,46.74,0,2,434.9
67,2,24,107.79,0,3,2589.94
31,0,23,72.49,2,2,1699.79
24,0,18,62.11,2,2,1024.22
78,1,68,120.1,0,3,8216.85
59,0,46,55.27,1,2,2468.47
48,1,4,51.94,0,2,150.01
32,0,34,77.47,0,2,2668.04
76,0,70,93.4,0,3,6589.78
64,1,42,84.54,0,2,3545.42
24,0,12,101.8,1,1,1195.5
44,1,72,149.75,0,2,10800.3
35,0,33,50.76,0,3,1666.7
68,0,21,26.05,2,2,490.72
24,1,26,56.93,2,1,1487.31
67,0,36,63.34,0,3,2280.9
59,1,59,106.63,0,2,6298.64
32,1,63,14.95,1,3,975.2
56,1,64,87.71,2,3,5668.56
43,1,53,18.58,0,1,924.39
58,1,58,68.22,0,2,3945.65
53,1,45,137.36,2,0,6232.25
38,1,71,125.89,2,3,8864.38
61,0,13,30.81,0,3,343.16
71,0,44,38.35,0,1,1605.48
19,0,54,75.13,2,2,3921.35
54,1,14,52.97,1,2,717.3
33,0,7,120.18,0,0,788.36
25,0,71,73.5,2,3,5160.34
51,1,64,66.49,0,0,4253.74
28,2,34,137.66,0,0,4751.16
47,1,41,24.06,0,2,1012.5
63,0,21,84.95,0,3,1809.05
64,0,38,21.17,1,3,797.68
74,0,47,105.36,0,2,4946.22
31,0,64,120.64,0,0,7664.36
44,1,26,132.97,0,2,3436.46
24,0,46,25.35,2,0,1192.62
46,0,61,21.07,1,3,1302.9
65,0,70,101.96,1,0,7124.58
20,0,36,142.92,0,2,5145.8
19,1,27,136.96,0,0,3637.79
22,2,48,77.01,2,0,3714.68
59,0,10,101.58,2,3,978.65
25,1,44,102.6,0,3,4564.92
19,1,10,141.23,0,2,1233.87
26,0,29,121.55,0,2,3662.77
78,1,44,40.47,1,2,1804.86
74,1,20,63.5,0,2,1146.09
22,0,50,149.53,1,0,7471.02
36,1,69,44.61,0,0,3028.42
23,1,17,42.5,0,1,772.67
21,0,6,116.23,1,0,707.16
68,0,68,80.32,1,3,5393.42
25,1,49,18.98,1,0,972.3
64,2,54,62.23,0,2,3260.45
72,0,46,50.85,1,1,2312.25
59,0,18,45.42,0,0,813.5
32,0,64,50.61,2,3,3238.11
67,0,3,31.25,0,0,118.75
59,0,65,78.79,0,0,5187.4
54,0,14,131.61,2,3,1933.25
32,0,59,62.66,0,1,3597.08
40,1,31,65.94,0,2,2029.54
24,0,34,66.49,0,3,2266.93
36,1,32,25.51,1,1,820.92
73,0,52,68.49,0,1,3527.26
47,0,35,18.77,0,2,752.83
59,1,3,96.15,2,1,268.27
43,1,69,146.36,2,1,10028.86
46,0,34,148.35,0,2,5066.6
29,1,61,118.78,2,1,7247.92
33,1,56,83.68,0,0,4730.18
43,0,58,34.82,1,0,2004.98
48,0,45,58.21,0,3,2608.5
27,0,26,92.29,0,3,2384.12
40,1,40,65.91,1,3,2674.93
45,0,39,144.21,1,1,5643.1
27,1,25,66.9,1,3,1655.59
68,0,22,105.12,0,3,2240.19
69,1,25,40.14,0,2,1092.69
63,0,8,110.89,2,1,819.96
34,1,39,46.55,2,2,1788.76
56,1,13,118.31,0,2,1589.55
55,0,41,136.79,0,3,5600.62
79,0,72,145.21,1,0,10461.87
43,0,41,37.19,1,2,1492.89
61,0,68,101.61,0,2,6885.42
20,0,62,134.79,0,2,8341.75
31,1,28,134.24,2,3,3764.49
80,1,51,12.7,0,3,610.2
54,1,63,67.22,0,2,4204.1
70,0,54,27.31,1,2,1461.66
23,0,6,114.66,1,0,649.72
78,1,51,38.77,2,2,1953.04
20,1,54,59.05,0,2,3164.79
35,0,66,100.84,1,1,6724.62
71,0,12,25.63,1,0,422.54
26,0,42,93.11,0,1,3923.32
52,0,36,94.6,0,0,3391.72
78,0,2,73.51,1,3,140.58
60,0,48,80.63,0,3,3873.13
68,0,5,112.45,2,2,523.72
59,1,16,93.12,0,2,1470.4
43,0,40,17.3,0,2,751.92
51,1,65,12.51,0,3,802.0
57,0,44,61.31,0,0,2661.51
78,1,7,125.41,0,2,935.51
58,1,64,144.17,2,0,9218.0
58,1,7,33.94,2,3,237.08
18,0,25,136.92,2,0,3472.97
51,0,2,84.29,0,1,216.15
47,0,3,113.77,0,3,342.09
55,1,27,117.72,0,3,3106.24
72,1,66,35.69,1,1,2404.27
31,0,55,127.42,0,2,7017.32
38,1,9,115.57,0,2,897.66
76,1,69,146.32,1,3,10057.57
71,0,49,142.43,1,2,6983.96
56,1,66,77.59,0,2,5176.36
26,1,28,119.59,1,1,3301.6
53,1,72,149.5,0,0,10702.08
27,0,69,119.72,0,0,8285.45
62,0,61,122.88,1,3,7534.65
51,1,42,117.28,0,0,4879.49
68,1,65,68.51,0,3,4374.42
46,1,66,34.67,0,0,2286.07
57,1,4,12.15,0,2,70.19
21,0,31,11.65,0,1,359.16
33,1,44,50.68,0,3,2179.04
58,0,7,144.2,0,0,1036.2
31,1,18,84.74,1,0,1532.63
78,1,2,91.03,2,1,145.01
73,0,72,45.43,0,1,3323.41
29,0,48,27.16,1,2,1316.07
78,0,24,82.82,0,3,1902.44
73,2,16,54.76,0,2,891.92
52,0,25,100.8,0,2,2527.55
40,0,2,55.73,1,0,170.99
44,1,12,117.69,1,3,1481.41
59,1,9,83.7,0,2,704.5
76,1,59,58.73,2,3,3382.9
55,0,53,31.71,0,3,1707.9
32,0,49,140.71,0,2,6936.48
65,0,38,111.63,1,2,4210.05
64,1,3,136.86,0,0,464.71
58,1,32,54.03,0,1,1704.28
36,2,20,79.23,1,1,1597.25
66,0,16,138.57,0,3,2094.61
32,0,66,68.17,1,2,4455.75
50,1,50,94.38,0,3,4701.75
44,1,14,38.12,0,3,609.35
65,0,17,121.25,0,1,2074.57
59,1,26,147.4,1,3,3798.81
63,0,26,66.83,2,2,1750.31
64,1,60,11.18,0,0,623.88
65,0,2,74.92,0,0,193.5
53,0,9,91.13,0,0,714.82
70,0,65,40.38,0,2,2584.48
71,0,33,133.24,2,0,4442.18
68,0,55,142.9,0,3,7975.94
79,0,66,85.07,2,2,5638.87
58,0,41,63.78,0,3,2553.59
49,0,66,38.37,1,2,2601.11
31,1,61,20.34,1,2,1330.8
63,0,60,18.19,0,3,1045.17
71,1,26,88.9,0,3,2356.09
59,0,53,147.58,1,0,7774.55
75,1,63,95.6,1,2,6000.89
68,0,65,105.18,1,2,6920.03
53,1,36,53.75,0,3,1909.07
72,1,47,113.22,0,0,5348.32
27,1,39,36.4,0,3,1354.9
68,0,42,60.73,0,2,2548.35
31,1,9,59.94,0,3,533.17
37,1,23,34.8,0,2,841.03
78,0,22,110.16,1,1,2427.39
60,0,72,26.89,1,0,1986.8
57,1,45,123.33,0,2,5487.19
38,1,59,115.9,0,1,6857.4
22,0,29,69.65,0,2,2003.85
52,0,2,26.06,1,3,22.91
71,1,7,104.39,0,1,725.73
18,0,18,54.17,0,3,986.71
29,1,49,40.55,2,2,1930.85
62,1,29,21.18,2,1,577.12
46,1,47,127.53,1,2,6038.23
68,2,30,149.17,0,1,4513.58
20,0,4,92.34,0,3,374.17
22,0,35,67.73,1,0,2273.32
42,1,71,89.77,0,2,6397.79
38,0,21,94.1,0,2,1939.19
46,0,64,92.27,0,2,5904.03
53,0,14,69.7,0,1,1076.6
46,0,46,59.34,0,2,2694.12
54,0,65,79.38,1,3,5219.33
37,0,65,60.86,1,3,3958.87
51,1,55,129.26,2,2,7116.87
26,0,16,57.1,2,2,955.77
43,0,14,118.48,0,3,1513.3
75,0,18,55.54,2,1,1036.97
30,1,8,99.38,0,2,704.13
36,0,27,87.2,1,0,2321.89
59,0,46,63.76,1,2,2936.5
20,1,29,91.77,2,3,2631.87
80,1,44,116.14,0,2,5098.85
23,0,47,107.12,0,2,5018.52
57,1,32,87.7,0,1,2811.88
63,0,63,141.64,0,3,8954.82
24,1,44,128.04,0,0,5699.41
53,0,2,84.21,0,2,197.66
45,2,48,85.19,0,1,4091.51
72,0,27,11.42,0,2,232.65
64,0,44,114.8,0,3,4999.96
19,0,68,83.46,2,1,5614.15
25,0,57,10.87,0,1,570.17
73,1,55,144.51,2,3,8026.83
20,0,71,25.57,0,0,1857.88
62,1,11,74.18,1,0,786.03
19,1,51,105.03,1,2,5332.83
26,2,48,52.49,1,1,2523.36
60,1,6,136.14,0,0,826.79
65,1,36,18.03,0,3,588.35
30,2,54,109.34,0,3,5939.53
51,0,68,128.17,0,2,8791.57
48,0,22,35.02,1,1,682.61
70,0,5,96.47,0,1,515.86
63,0,7,15.75,2,0,41.93
35,1,69,38.83,0,0,2739.48
35,1,52,116.07,0,3,5939.47
40,1,55,111.03,0,1,6134.2
53,1,49,61.75,1,0,2964.67
70,0,37,14.78,0,2,505.12
65,0,37,56.31,2,0,2055.73
29,0,51,45.06,0,1,2270.91
31,0,40,142.51,0,3,5711.65
40,1,6,115.93,0,2,702.21
21,1,12,139.12,0,3,1619.62
68,1,26,24.44,1,2,715.62
72,1,52,10.65,0,0,573.86
33,1,69,115.02,0,3,8007.02
31,1,33,134.09,1,3,4407.22
20,0,43,46.34,2,3,1923.76
40,2,19,127.35,0,2,2349.8
41,1,11,88.07,0,3,845.51
30,1,7,23.8,1,1,61.43
36,1,65,129.92,2,2,8300.17
57,1,20,94.14,0,3,1908.56
59,0,9,48.12,0,3,386.66
24,0,68,22.02,1,0,1498.74
38,0,60,78.91,0,1,4798.46
33,0,60,84.89,0,0,5133.21
78,0,29,13.16,0,3,406.28
33,1,61,107.53,0,1,6630.35
33,0,25,148.26,0,1,3723.99
78,0,39,22.94,1,0,935.67
26,1,69,59.81,0,2,4073.84
41,0,7,59.98,2,2,389.41
49,0,22,65.48,1,3,1406.18
35,0,32,21.49,0,0,715.59
30,0,50,24.9,0,2,1212.18
73,1,19,97.62,0,2,1851.27
30,0,43,56.6,0,1,2450.47
48,0,46,145.0,2,2,6733.88
51,0,14,94.62,1,2,1225.14
63,0,42,134.22,1,1,5669.96
19,1,71,69.91,0,3,5036.87
63,0,24,110.48,0,0,2731.42
26,0,49,108.08,1,1,5274.78
74,1,48,35.55,2,2,1662.83
24,0,38,22.35,0,1,764.87
34,1,1,31.02,0,3,120.23
39,0,10,73.2,2,3,743.69
49,0,64,73.37,1,2,4608.89
33,0,50,140.26,1,1,6916.01
49,1,19,29.49,2,0,571.59
23,1,50,29.9,0,1,1554.88
79,0,26,64.67,1,1,1719.36
53,0,24,74.99,1,1,1938.28
29,1,31,51.86,0,3,1521.74
74,2,56,76.18,2,1,4360.22
54,1,58,43.37,1,3,2596.38
68,1,16,56.39,0,1,856.96
60,1,44,17.12,0,2,773.13
29,0,3,12.28,0,1,0.0
71,1,27,33.82,0,0,932.2
60,1,21,20.67,2,1,411.28
31,0,21,148.95,0,3,3105.78
39,1,41,58.77,0,2,2436.77
73,0,41,17.48,2,2,713.4
76,1,6,55.91,2,3,287.43
62,0,65,134.59,2,2,8684.7
67,0,43,149.53,0,2,6349.55
48,0,60,71.81,0,3,4305.53
78,0,22,116.39,0,3,2553.63
46,0,71,120.16,1,3,8559.0
45,0,56,48.64,2,2,2743.41
41,1,71,27.67,0,0,1904.69
49,1,61,27.92,0,2,1654.7
61,1,43,131.55,1,1,5557.92
79,1,67,40.76,1,3,2773.52
72,1,21,41.77,2,1,876.6
45,0,35,110.95,0,0,3884.44
71,0,43,116.48,0,2,5064.85
60,1,45,110.91,2,2,4922.69
45,0,42,11.3,2,2,513.39
32,0,19,128.23,0,1,2362.52
54,1,30,38.47,0,0,1213.91
45,1,60,65.84,0,3,3900.93
71,0,50,46.45,2,1,2313.44
34,0,3,58.62,0,0,260.84
64,1,62,64.74,0,0,3987.11
75,0,65,22.54,0,2,1492.04
20,0,31,25.97,0,1,806.34
49,1,41,33.27,0,0,1333.66
34,0,4,112.21,0,1,468.84
60,1,7,52.36,0,2,373.57
56,1,66,62.54,0,2,4175.57
76,0,53,102.84,0,0,5466.02
37,1,41,68.93,0,0,2769.85
52,1,5,148.85,1,2,744.77
63,0,52,83.21,1,2,4294.99
19,1,16,112.08,0,0,1719.49
68,0,42,75.65,1,1,3189.43
38,1,54,72.8,2,1,3934.01
61,1,11,47.96,0,0,527.11
56,0,56,109.51,0,0,6146.1
29,1,34,20.69,1,3,669.81
39,1,61,27.32,1,2,1726.25
66,0,17,42.49,2,1,763.78
47,1,54,147.74,0,3,8012.19
55,1,46,127.66,0,3,5910.32
54,1,37,96.24,0,1,3502.5
66,0,19,123.96,2,0,2338.35
71,0,69,111.05,0,1,7713.24
57,0,55,14.77,0,2,777.63
56,1,44,112.99,0,0,5030.72
57,0,30,114.99,0,0,3544.44
33,0,44,88.63,1,0,3975.75
72,0,5,134.19,0,2,666.31
79,0,26,61.63,2,3,1648.17
74,1,62,137.16,0,1,8622.45
80,0,47,114.49,1,0,5407.46
45,1,55,63.9,1,3,3484.46
18,1,41,83.7,2,3,3413.14
49,1,11,145.58,1,1,1543.39
70,0,10,138.29,0,1,1403.88
35,0,1,121.72,0,2,109.81
